	Organism	Txid	Temp	OGT	Source	Features
1217	Meiothermus silvanus DSM 9946	526227		55.0		{'GenomicID': 'NC_014212.1', 'BioProjectID': 49485}
1218	Syntrophothermus lipocalidus DSM 12680	643648		55.0		{'GenomicID': 'NC_014220.1', 'BioProjectID': 49527}
1219	Lactobacillus casei str. Zhang	498216		35.0		{'GenomicID': 'NC_014334.1', 'BioProjectID': 50673}
1220	Azospirillum sp. B510	137722		35.5		{'GenomicID': 'NC_013854.1', 'BioProjectID': 46085}
1221	Olsenella uli DSM 7084	633147		37.0		{'GenomicID': 'NC_014363.1', 'BioProjectID': 51367}
1222	Caldicellulosiruptor obsidiansis OB47	608506		80.0		{'GenomicID': 'NC_014392.1', 'BioProjectID': 51501}
1223	Parvularcula bermudensis HTCC2503	314260		30.0		{'GenomicID': 'NC_014414.1', 'BioProjectID': 51641}
1224	Saccharophagus degradans 2-40	203122		20.5		{'GenomicID': 'NC_007912.1', 'BioProjectID': 57921}
1225	Streptococcus pneumoniae 670-6B	189423		32.5		{'GenomicID': 'NC_014498.1', 'BioProjectID': 52533}
1226	Caldicellulosiruptor hydrothermalis 108	632292		65.0		{'GenomicID': 'NC_014652.1', 'BioProjectID': 60157}
1227	Caldicellulosiruptor owensensis OL	632518		75.0		{'GenomicID': 'NC_014657.1', 'BioProjectID': 60165}
1228	Paludibacter propionicigenes WB4	694427		30.0		{'GenomicID': 'NC_014734.1', 'BioProjectID': 60725}
1229	Calditerrivibrio nitroreducens DSM 19672	768670		55.0		{'GenomicID': 'NC_014758.1', 'BioProjectID': 60821}
1230	Marivirga tractuosa DSM 4126	643867		30.0		{'GenomicID': 'NC_014759.1', 'BioProjectID': 60837}
1231	Oceanithermus profundus DSM 14977	670487		60.0		{'GenomicID': 'NC_014761.1', 'BioProjectID': 60855}
1232	Thermaerobacter marianensis DSM 12885	644966		75.0		{'GenomicID': 'NC_014831.1', 'BioProjectID': 61727}
1233	Bacillus cellulosilyticus DSM 2522	649639		37.0		{'GenomicID': 'NC_014829.1', 'BioProjectID': 43329}
1234	Thermovibrio ammonificans HB-1	648996		75.0		{'GenomicID': 'NC_014926.1', 'BioProjectID': 62095}
1235	Thermoanaerobacter brockii subsp. finnii Ako-1	509193		65.0		{'GenomicID': 'NC_014964.1', 'BioProjectID': 55639}
1236	Thermus scotoductus SA-01	743525		65.0		{'GenomicID': 'NC_014974.1', 'BioProjectID': 62273}
1237	Bacteroides salanitronis DSM 18170	667015		37.0		{'GenomicID': 'NC_015164.1', 'BioProjectID': 63269}
1238	Escherichia coli SE11	409438		37.0		{'GenomicID': 'NC_011415.1', 'BioProjectID': 59425}
1239	Desulfurobacterium thermolithotrophum DSM 11699	868864		70.0		{'GenomicID': 'NC_015185.1', 'BioProjectID': 63405}
1240	Arthrobacter phenanthrenivorans Sphe3	930171		30.0		{'GenomicID': 'NC_015145.1', 'BioProjectID': 63629}
1241	Clostridium lentocellum DSM 5427	642492		40.0		{'GenomicID': 'NC_015275.1', 'BioProjectID': 49117}
1242	Aerococcus urinae ACS-120-V-Col10a	866775		37.0		{'GenomicID': 'NC_015278.1', 'BioProjectID': 64757}
1243	Staphylococcus aureus subsp. aureus USA300_FPR3757	451515		37.0		{'GenomicID': 'NC_007793.1', 'BioProjectID': 58555}
1244	Pseudonocardia dioxanivorans CB1190	675635		30.0		{'GenomicID': 'NC_015312.1', 'BioProjectID': 65087}
1245	Fluviicola taffensis DSM 16823	755732		20.0		{'GenomicID': 'NC_015321.1', 'BioProjectID': 65271}
1246	Haliscomenobacter hydrossis DSM 1100	760192		26.0		{'GenomicID': 'NC_015510.1', 'BioProjectID': 66777}
1247	Listeria monocytogenes serotype 4b str. F2365	265669		33.5		{'GenomicID': 'NC_002973.6', 'BioProjectID': 57689}
1248	Mahella australiensis 50-1 BON	697281		50.0		{'GenomicID': 'NC_015520.1', 'BioProjectID': 66917}
1249	Desulfotomaculum ruminis DSM 2154	696281		37.0		{'GenomicID': 'NC_015589.1', 'BioProjectID': 67507}
1250	Ilyobacter polytropus DSM 2926	572544		32.0		{'GenomicID': 'NC_014632.1', 'BioProjectID': 59769}
1251	Bordetella pertussis Tohama I	257313		36.0		{'GenomicID': 'NC_002929.2', 'BioProjectID': 57617}
1252	Streptococcus pneumoniae TIGR4	170187		32.5		{'GenomicID': 'NC_003028.3', 'BioProjectID': 57857}
1253	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	295319		37.0		{'GenomicID': 'NC_006511.1', 'BioProjectID': 58201}
1254	Myxococcus xanthus DK 1622	246197		25.0		{'GenomicID': 'NC_008095.1', 'BioProjectID': 58003}
1255	Corynebacterium glutamicum R	340322		35.0		{'GenomicID': 'NC_009342.1', 'BioProjectID': 58897}
1256	Akkermansia muciniphila ATCC BAA-835	349741		37.0		{'GenomicID': 'NC_010655.1', 'BioProjectID': 58985}
1257	Lactobacillus johnsonii NCC 533	257314		30.0		{'GenomicID': 'NC_005362.1', 'BioProjectID': 58029}
1258	Chlamydophila felis Fe/C-56	264202		37.0		{'GenomicID': 'NC_007899.1', 'BioProjectID': 57971}
1259	Methylococcus capsulatus str. Bath	243233		45.0		{'GenomicID': 'NC_002977.6', 'BioProjectID': 57607}
1260	Bordetella bronchiseptica RB50	257310		36.0		{'GenomicID': 'NC_002927.3', 'BioProjectID': 57613}
1261	Mycobacterium avium subsp. paratuberculosis K-10	262316		37.0		{'GenomicID': 'NC_002944.2', 'BioProjectID': 57699}
1262	Dichelobacter nodosus VCS1703A	246195		37.0		{'GenomicID': 'NC_009446.1', 'BioProjectID': 57643}
1263	Rhodopseudomonas palustris CGA009	258594		30.0		{'GenomicID': 'NC_005296.1', 'BioProjectID': 62901}
1264	Escherichia coli CFT073	199310		37.0		{'GenomicID': 'NC_004431.1', 'BioProjectID': 57915}
1265	Thermosynechococcus elongatus BP-1	197221		55.0		{'GenomicID': 'NC_004113.1', 'BioProjectID': 57907}
1266	Shigella flexneri 2a str. 2457T	198215		37.0		{'GenomicID': 'NC_004741.1', 'BioProjectID': 57991}
1267	Streptococcus pyogenes SSI-1	193567		32.5		{'GenomicID': 'NC_004606.1', 'BioProjectID': 57895}
1268	Propionibacterium acnes KPA171202	267747		37.0		{'GenomicID': 'NC_006085.1', 'BioProjectID': 58101}
1269	Mycoplasma penetrans HF-2	272633		37.0		{'GenomicID': 'NC_004432.1', 'BioProjectID': 57729}
1270	Lactococcus lactis subsp. lactis Il1403	272623		40.0		{'GenomicID': 'NC_002662.1', 'BioProjectID': 57671}
1271	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	272620		37.0		{'GenomicID': 'NC_009648.1', 'BioProjectID': 57619}
1272	Staphylococcus aureus subsp. aureus USA300_TCH1516	451516		37.0		{'GenomicID': 'NC_010079.1', 'BioProjectID': 58925}
1273	Bartonella henselae str. Houston-1	283166		37.0		{'GenomicID': 'NC_005956.1', 'BioProjectID': 57745}
1274	Bartonella quintana str. Toulouse	283165		37.0		{'GenomicID': 'NC_005955.1', 'BioProjectID': 57635}
1275	Staphylococcus aureus subsp. aureus MSSA476	282459		33.5		{'GenomicID': 'NC_002953.3', 'BioProjectID': 57841}
1276	Idiomarina loihiensis L2TR	283942		25.0		{'GenomicID': 'NC_006512.1', 'BioProjectID': 58087}
1277	Streptococcus pyogenes MGAS10394	286636		35.0		{'GenomicID': 'NC_006086.1', 'BioProjectID': 58105}
1278	Bacillus cereus E33L	288681		30.0		{'GenomicID': 'NC_006274.1', 'BioProjectID': 58103}
1279	Gluconobacter oxydans 621H	290633		27.5		{'GenomicID': 'NC_006677.1', 'BioProjectID': 58239}
1280	Streptococcus pyogenes MGAS5005	293653		35.0		{'GenomicID': 'NC_007297.1', 'BioProjectID': 58337}
1281	Streptococcus thermophilus CNRZ1066	299768		45.0		{'GenomicID': 'NC_006449.1', 'BioProjectID': 58221}
1282	Helicobacter pylori HPAG1	357544		37.0		{'GenomicID': 'NC_008086.1', 'BioProjectID': 58517}
1283	Acidothermus cellulolyticus 11B	351607		58.0		{'GenomicID': 'NC_008578.1', 'BioProjectID': 58501}
1284	Arthrobacter aurescens TC1	290340		30.0		{'GenomicID': 'NC_008711.1', 'BioProjectID': 58109}
1285	Acidiphilium cryptum JF-5	349163		35.0		{'GenomicID': 'NC_009484.1', 'BioProjectID': 58447}
1286	Gemmatimonas aurantiaca T-27	379066		30.0		{'GenomicID': 'NC_012489.1', 'BioProjectID': 58813}
1287	Cellulophaga algicola DSM 14237	688270		17.5		{'GenomicID': 'NC_014934.1', 'BioProjectID': 62159}
1288	Escherichia coli O157:H7 str. EDL933	155864		30.0		{'GenomicID': 'NC_002655.2', 'BioProjectID': 57831}
1289	Staphylococcus aureus subsp. aureus COL	93062		33.5		{'GenomicID': 'NC_002951.2', 'BioProjectID': 57797}
1290	Thiomicrospira crunogena XCL-2	317025		30.0		{'GenomicID': 'NC_007520.2', 'BioProjectID': 58183}
1291	Staphylococcus aureus subsp. aureus JH1	359787		33.5		{'GenomicID': 'NC_009632.1', 'BioProjectID': 58457}
1292	Desulfatibacillum alkenivorans AK-01	439235		27.0		{'GenomicID': 'NC_011768.1', 'BioProjectID': 58913}
1293	Geobacillus thermoglucosidasius C56-YS93	634956		60.0		{'GenomicID': 'NC_015660.1', 'BioProjectID': 48129}
1294	Thermodesulfatator indicus DSM 15286	667014		70.0		{'GenomicID': 'NC_015681.1', 'BioProjectID': 68285}
1295	Corynebacterium variabile DSM 44702	858619		27.5		{'GenomicID': 'NC_015859.1', 'BioProjectID': 62003}
1296	Halothermothrix orenii H 168	373903		60.0		{'GenomicID': 'NC_011899.1', 'BioProjectID': 58585}
1297	Mannheimia succiniciproducens MBEL55E	221988		37.0		{'GenomicID': 'NC_006300.1', 'BioProjectID': 58197}
1298	Streptococcus pyogenes MGAS6180	319701		35.0		{'GenomicID': 'NC_007296.1', 'BioProjectID': 58335}
1299	Rhodoferax ferrireducens T118	338969		25.0		{'GenomicID': 'NC_007908.1', 'BioProjectID': 58353}
1300	Mycoplasma crocodyli MP145	512564		37.0		{'GenomicID': 'NC_014014.1', 'BioProjectID': 47087}
1301	Saccharomonospora viridis DSM 43017	471857		37.0		{'GenomicID': 'NC_013159.1', 'BioProjectID': 59055}
1302	Desulfotomaculum reducens MI-1	349161		37.0		{'GenomicID': 'NC_009253.1', 'BioProjectID': 58277}
1303	Pseudomonas aeruginosa UCBPP-PA14	208963		27.5		{'GenomicID': 'NC_008463.1', 'BioProjectID': 57977}
1304	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	1016998		37.0		{'GenomicID': 'NC_010102.1', 'BioProjectID': 59097}
1305	Chromobacterium violaceum ATCC 12472	243365		25.0		{'GenomicID': 'NC_005085.1', 'BioProjectID': 58001}
1306	Bacteroides fragilis NCTC 9343	272559		37.0		{'GenomicID': 'NC_003228.3', 'BioProjectID': 57639}
1307	Pseudomonas protegens Pf-5	220664		27.5		{'GenomicID': 'NC_004129.6', 'BioProjectID': 57937}
1308	Shigella sonnei Ss046	300269		37.0		{'GenomicID': 'NC_007384.1', 'BioProjectID': 58217}
1309	Shigella flexneri 5 str. 8401	373384		37.0		{'GenomicID': 'NC_008258.1', 'BioProjectID': 58583}
1310	Clostridium perfringens SM101	289380		37.0		{'GenomicID': 'NC_008262.1', 'BioProjectID': 58117}
1311	Mycobacterium vanbaalenii PYR-1	350058		30.5		{'GenomicID': 'NC_008726.1', 'BioProjectID': 58463}
1312	Mycobacterium tuberculosis F11	336982		37.0		{'GenomicID': 'NC_009565.1', 'BioProjectID': 58417}
1313	Thermosipho melanesiensis BI429	391009		70.0		{'GenomicID': 'NC_009616.1', 'BioProjectID': 58683}
1314	Thermodesulfovibrio yellowstonii DSM 11347	289376		65.0		{'GenomicID': 'NC_011296.1', 'BioProjectID': 59257}
1315	Bacillus cereus G9842	405531		30.0		{'GenomicID': 'NC_011772.1', 'BioProjectID': 58759}
1316	Bifidobacterium animalis subsp. lactis AD011	442563		39.5		{'GenomicID': 'NC_011835.1', 'BioProjectID': 58911}
1317	Escherichia coli O26:H11 str. 11368	573235		37.0		{'GenomicID': 'NC_013361.1', 'BioProjectID': 41021}
1318	Mycoplasma bovis PG45	289397		37.0		{'GenomicID': 'NC_014760.1', 'BioProjectID': 60859}
1319	Thermotoga thermarum DSM 5069	688269		70.0		{'GenomicID': 'NC_015707.1', 'BioProjectID': 68449}
1320	Staphylococcus aureus subsp. aureus MRSA252	282458		33.5		{'GenomicID': 'NC_002952.2', 'BioProjectID': 57839}
1321	Leifsonia xyli subsp. xyli str. CTCB07	281090		22.5		{'GenomicID': 'NC_006087.1', 'BioProjectID': 57759}
1322	Mycoplasma genitalium G37	243273		37.0		{'GenomicID': 'NC_000908.2', 'BioProjectID': 57707}
1323	Mycobacterium smegmatis str. MC2 155	246196		37.0		{'GenomicID': 'NC_008596.1', 'BioProjectID': 57701}
1324	Anoxybacillus flavithermus WK1	491915		62.5		{'GenomicID': 'NC_011567.1', 'BioProjectID': 59135}
1325	Rhodococcus erythropolis PR4	234621		20.0		{'GenomicID': 'NC_012490.1', 'BioProjectID': 59019}
1326	Caldicellulosiruptor kristjanssonii I77R1B	632335		78.0		{'GenomicID': 'NC_014721.1', 'BioProjectID': 60393}
1327	Sulfuricurvum kujiense DSM 16994	709032		25.0		{'GenomicID': 'NC_014762.1', 'BioProjectID': 60789}
1328	Syntrophobotulus glycolicus DSM 8271	645991		28.0		{'GenomicID': 'NC_015172.1', 'BioProjectID': 63343}
1329	Streptococcus pyogenes MGAS8232	186103		32.5		{'GenomicID': 'NC_003485.1', 'BioProjectID': 57871}
1330	Maricaulis maris MCS10	394221		22.5		{'GenomicID': 'NC_008347.1', 'BioProjectID': 58689}
1331	Clavibacter michiganensis subsp. sepedonicus	31964		26.5		{'GenomicID': 'NC_010407.1', 'BioProjectID': 61577}
1332	Kangiella koreensis DSM 16069	523791		33.5		{'GenomicID': 'NC_013166.1', 'BioProjectID': 59209}
1333	Bacillus cereus ATCC 10987	222523		30.0		{'GenomicID': 'NC_003909.8', 'BioProjectID': 57673}
1334	Thermosediminibacter oceani DSM 16646	555079		68.0		{'GenomicID': 'NC_014377.1', 'BioProjectID': 51421}
1335	Hippea maritima DSM 10411	760142		53.0		{'GenomicID': 'NC_015318.1', 'BioProjectID': 65267}
1336	Mycoplasma fermentans M64	943945		37.0		{'GenomicID': 'NC_014921.1', 'BioProjectID': 62099}
1337	Thermoanaerobacter wiegelii Rt8.B1	697303		66.5		{'GenomicID': 'NC_015958.1', 'BioProjectID': 52581}
1338	Caldicellulosiruptor lactoaceticus 6A	632516		71.5		{'GenomicID': 'NC_015949.1', 'BioProjectID': 60575}
1339	Bacillus coagulans 36D1	345219		55.0		{'GenomicID': 'NC_016023.1', 'BioProjectID': 54335}
1340	Thermovirga lienii DSM 17291	580340		58.0		{'GenomicID': 'NC_016148.1', 'BioProjectID': 77129}
1341	Shewanella sediminis HAW-EB3	425104		10.0		{'GenomicID': 'NC_009831.1', 'BioProjectID': 58835}
1342	Escherichia coli O157:H7 str. EC4115	444450		37.0		{'GenomicID': 'NC_011353.1', 'BioProjectID': 59091}
1343	Tannerella forsythia ATCC 43037	203275		37.0		{'GenomicID': 'NC_016610.1', 'BioProjectID': 83157}
1344	Dechlorosoma suillum PS	640081		37.0		{'GenomicID': 'NC_016616.1', 'BioProjectID': 81439}
1345	Photobacterium profundum SS9	298386		15.0		{'GenomicID': 'NC_006370.1', 'BioProjectID': 62923}
1346	Psychrobacter sp. PRwf-1	349106		20.5		{'GenomicID': 'NC_009524.1', 'BioProjectID': 58459}
1347	Cronobacter sakazakii ATCC BAA-894	290339		37.0		{'GenomicID': 'NC_009778.1', 'BioProjectID': 58145}
1348	Chlorobium luteolum DSM 273	319225		25.0		{'GenomicID': 'NC_007512.1', 'BioProjectID': 58175}
1349	Escherichia coli HS	331112		37.0		{'GenomicID': 'NC_009800.1', 'BioProjectID': 58393}
1350	Shewanella frigidimarina NCIMB 400	318167		21.0		{'GenomicID': 'NC_008345.1', 'BioProjectID': 58265}
1351	Rhodopseudomonas palustris BisA53	316055		27.5		{'GenomicID': 'NC_008435.1', 'BioProjectID': 58445}
1352	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	321956		42.0		{'GenomicID': 'NC_008529.1', 'BioProjectID': 57987}
1353	Roseiflexus castenholzii DSM 13941	383372		50.0		{'GenomicID': 'NC_009767.1', 'BioProjectID': 58287}
1354	Shewanella amazonensis SB2B	326297		37.0		{'GenomicID': 'NC_008700.1', 'BioProjectID': 58257}
1355	Bartonella bacilliformis KC583	360095		28.0		{'GenomicID': 'NC_008783.1', 'BioProjectID': 58533}
1356	Polaromonas naphthalenivorans CJ2	365044		20.0		{'GenomicID': 'NC_008781.1', 'BioProjectID': 58273}
1357	Streptococcus pneumoniae D39	373153		32.5		{'GenomicID': 'NC_008533.1', 'BioProjectID': 58581}
1358	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	321314		37.0		{'GenomicID': 'NC_006905.1', 'BioProjectID': 58017}
1359	Lawsonia intracellularis PHE/MN1-00	363253		37.0		{'GenomicID': 'NC_008011.1', 'BioProjectID': 61575}
1360	Salinispora tropica CNB-440	369723		28.0		{'GenomicID': 'NC_009380.1', 'BioProjectID': 58565}
1361	Pelotomaculum thermopropionicum SI	370438		55.0		{'GenomicID': 'NC_009454.1', 'BioProjectID': 58877}
1362	Thermotoga petrophila RKU-1	390874		80.0		{'GenomicID': 'NC_009486.1', 'BioProjectID': 58655}
1363	Streptococcus thermophilus LMD-9	322159		37.0		{'GenomicID': 'NC_008532.1', 'BioProjectID': 58327}
1364	Streptococcus suis 98HAH33	391296		37.0		{'GenomicID': 'NC_009443.1', 'BioProjectID': 58665}
1365	Xanthomonas campestris pv. vesicatoria str. 85-10	316273		27.5		{'GenomicID': 'NC_007508.1', 'BioProjectID': 58321}
1366	Escherichia coli E24377A	331111		37.0		{'GenomicID': 'NC_009801.1', 'BioProjectID': 58395}
1367	Flavobacterium johnsoniae UW101	376686		25.0		{'GenomicID': 'NC_009441.1', 'BioProjectID': 58493}
1368	Saccharopolyspora erythraea NRRL 2338	405948		28.5		{'GenomicID': 'NC_009142.1', 'BioProjectID': 62947}
1369	Actinobacillus succinogenes 130Z	339671		37.0		{'GenomicID': 'NC_009655.1', 'BioProjectID': 58247}
1370	Pseudomonas aeruginosa PA7	381754		27.5		{'GenomicID': 'NC_009656.1', 'BioProjectID': 58627}
1371	Mycoplasma capricolum subsp. capricolum ATCC 27343	340047		37.0		{'GenomicID': 'NC_007633.1', 'BioProjectID': 58525}
1372	Shewanella denitrificans OS217	318161		22.5		{'GenomicID': 'NC_007954.1', 'BioProjectID': 58263}
1373	Syntrophobacter fumaroxidans MPOB	335543		37.0		{'GenomicID': 'NC_008554.1', 'BioProjectID': 58177}
1374	Rubrobacter xylanophilus DSM 9941	266117		60.0		{'GenomicID': 'NC_008148.1', 'BioProjectID': 58057}
1375	Cupriavidus metallidurans CH34	266264		30.0		{'GenomicID': 'NC_007973.1', 'BioProjectID': 57815}
1376	Geobacillus thermodenitrificans NG80-2	420246		65.0		{'GenomicID': 'NC_009328.1', 'BioProjectID': 58829}
1377	Rhodobacter sphaeroides ATCC 17025	349102		30.0		{'GenomicID': 'NC_009428.1', 'BioProjectID': 58451}
1378	Mycobacterium tuberculosis H37Ra	419947		37.0		{'GenomicID': 'NC_009525.1', 'BioProjectID': 58853}
1379	Lactococcus lactis subsp. cremoris MG1363	416870		40.0		{'GenomicID': 'NC_009004.1', 'BioProjectID': 58837}
1380	Clostridium botulinum F str. Langeland	441772		37.0		{'GenomicID': 'NC_009699.1', 'BioProjectID': 58929}
1381	Streptococcus gordonii str. Challis substr. CH1	467705		37.0		{'GenomicID': 'NC_009785.1', 'BioProjectID': 57667}
1382	Thermotoga lettingae TMO	416591		65.0		{'GenomicID': 'NC_009828.1', 'BioProjectID': 58419}
1383	Fervidobacterium nodosum Rt17-B1	381764		70.0		{'GenomicID': 'NC_009718.1', 'BioProjectID': 58625}
1384	Sodalis glossinidius str. 'morsitans'	343509		25.0		{'GenomicID': 'NC_007712.1', 'BioProjectID': 58553}
1385	Pelobacter propionicus DSM 2379	338966		30.0		{'GenomicID': 'NC_008609.1', 'BioProjectID': 58255}
1386	Lactobacillus brevis ATCC 367	387344		30.0		{'GenomicID': 'NC_008497.1', 'BioProjectID': 57989}
1387	Acholeplasma laidlawii PG-8A	441768		37.0		{'GenomicID': 'NC_010163.1', 'BioProjectID': 58901}
1388	Haemophilus influenzae 86-028NP	281310		36.0		{'GenomicID': 'NC_007146.2', 'BioProjectID': 58093}
1389	Methylobacterium extorquens PA1	419610		27.5		{'GenomicID': 'NC_010172.1', 'BioProjectID': 58821}
1390	Actinobacillus pleuropneumoniae serovar 3 str. JL03	434271		37.0		{'GenomicID': 'NC_010278.1', 'BioProjectID': 58891}
1391	Oceanobacillus iheyensis HTE831	221109		30.0		{'GenomicID': 'NC_004193.1', 'BioProjectID': 57867}
1392	Neisseria meningitidis Z2491	122587		36.0		{'GenomicID': 'NC_003116.1', 'BioProjectID': 57819}
1393	Chlamydophila pneumoniae J138	138677		37.0		{'GenomicID': 'NC_002491.1', 'BioProjectID': 57829}
1394	Thermus thermophilus HB27	262724		68.0		{'GenomicID': 'NC_005835.1', 'BioProjectID': 58033}
1395	Treponema denticola ATCC 35405	243275		36.0		{'GenomicID': 'NC_002967.9', 'BioProjectID': 57583}
1396	Mycoplasma pneumoniae M129	272634		37.0		{'GenomicID': 'NC_000912.1', 'BioProjectID': 57709}
1397	Symbiobacterium thermophilum IAM 14863	292459		60.0		{'GenomicID': 'NC_006177.1', 'BioProjectID': 58165}
1398	Escherichia coli O157:H7 str. Sakai	386585		37.0		{'GenomicID': 'NC_002695.1', 'BioProjectID': 57781}
1399	Clostridium botulinum A str. ATCC 19397	441770		37.0		{'GenomicID': 'NC_009697.1', 'BioProjectID': 58927}
1400	Clostridium perfringens ATCC 13124	195103		37.0		{'GenomicID': 'NC_008261.1', 'BioProjectID': 57901}
1401	Thermoanaerobacter sp. X514	399726		60.0		{'GenomicID': 'NC_010320.1', 'BioProjectID': 58589}
1402	Shewanella halifaxensis HAW-EB4	458817		10.0		{'GenomicID': 'NC_010334.1', 'BioProjectID': 59007}
1403	Sulfurimonas denitrificans DSM 1251	326298		22.5		{'GenomicID': 'NC_007575.1', 'BioProjectID': 58185}
1404	Haemophilus somnus 2336	228400		36.0		{'GenomicID': 'NC_010519.1', 'BioProjectID': 57979}
1405	Clostridium botulinum A3 str. Loch Maree	498214		37.0		{'GenomicID': 'NC_010520.1', 'BioProjectID': 59149}
1406	Corynebacterium glutamicum ATCC 13032	196627		35.0		{'GenomicID': 'NC_006958.1', 'BioProjectID': 61611}
1407	Bordetella parapertussis 12822	257311		36.0		{'GenomicID': 'NC_002928.3', 'BioProjectID': 57615}
1408	Bdellovibrio bacteriovorus HD100	264462		29.0		{'GenomicID': 'NC_005363.1', 'BioProjectID': 61595}
1409	Staphylococcus haemolyticus JCSC1435	279808		33.5		{'GenomicID': 'NC_007168.1', 'BioProjectID': 62919}
1410	Rhizobium leguminosarum bv. viciae 3841	216596		27.5		{'GenomicID': 'NC_008380.1', 'BioProjectID': 57955}
1411	Staphylococcus aureus subsp. aureus N315	158879		33.5		{'GenomicID': 'NC_002745.2', 'BioProjectID': 57837}
1412	Helicobacter acinonychis str. Sheeba	382638		37.0		{'GenomicID': 'NC_008229.1', 'BioProjectID': 58685}
1413	Clavibacter michiganensis subsp. michiganensis NCPPB 382	443906		26.5		{'GenomicID': 'NC_009480.1', 'BioProjectID': 61625}
1414	Desulfovibrio alaskensis G20	207559		32.5		{'GenomicID': 'NC_007519.1', 'BioProjectID': 57941}
1415	Oenococcus oeni PSU-1	203123		21.0		{'GenomicID': 'NC_008528.1', 'BioProjectID': 59417}
1416	Haemophilus somnus 129PT	205914		36.0		{'GenomicID': 'NC_008309.1', 'BioProjectID': 57929}
1417	Candidatus Solibacter usitatus Ellin6076	234267		30.0		{'GenomicID': 'NC_008536.1', 'BioProjectID': 58139}
1418	Mycobacterium avium 104	243243		37.0		{'GenomicID': 'NC_008595.1', 'BioProjectID': 57693}
1419	Psychrobacter arcticus 273-4	259536		22.0		{'GenomicID': 'NC_007204.1', 'BioProjectID': 58021}
1420	Burkholderia xenovorans LB400	266265		30.0		{'GenomicID': 'NC_007953.1', 'BioProjectID': 57823}
1421	Staphylococcus aureus subsp. aureus NCTC 8325	93061		33.5		{'GenomicID': 'NC_007795.1', 'BioProjectID': 57795}
1422	Staphylococcus aureus RF122	273036		33.5		{'GenomicID': 'NC_007622.1', 'BioProjectID': 57661}
1423	Staphylococcus aureus subsp. aureus str. Newman	426430		33.5		{'GenomicID': 'NC_009641.1', 'BioProjectID': 58839}
1424	Geobacter metallireducens GS-15	269799		30.0		{'GenomicID': 'NC_007517.1', 'BioProjectID': 57731}
1425	Thermobifida fusca YX	269800		52.5		{'GenomicID': 'NC_007333.1', 'BioProjectID': 57703}
1426	Cytophaga hutchinsonii ATCC 33406	269798		30.0		{'GenomicID': 'NC_008255.1', 'BioProjectID': 57651}
1427	Rhodospirillum rubrum ATCC 11170	269796		27.5		{'GenomicID': 'NC_007643.1', 'BioProjectID': 57655}
1428	Polaromonas sp. JS666	296591		20.0		{'GenomicID': 'NC_007948.1', 'BioProjectID': 58207}
1429	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	203120		25.0		{'GenomicID': 'NC_008531.1', 'BioProjectID': 57919}
1430	Mycobacterium ulcerans Agy99	362242		32.0		{'GenomicID': 'NC_008611.1', 'BioProjectID': 62939}
1431	Streptomyces griseus subsp. griseus NBRC 13350	455632		30.0		{'GenomicID': 'NC_010572.1', 'BioProjectID': 58983}
1432	Beijerinckia indica subsp. indica ATCC 9039	395963		25.0		{'GenomicID': 'NC_010581.1', 'BioProjectID': 59057}
1433	Methylibium petroleiphilum PM1	420662		30.0		{'GenomicID': 'NC_008825.1', 'BioProjectID': 58085}
1434	Mycobacterium marinum M	216594		32.0		{'GenomicID': 'NC_010612.1', 'BioProjectID': 59423}
1435	Escherichia coli str. K-12 substr. DH10B	316385		37.0		{'GenomicID': 'NC_010473.1', 'BioProjectID': 58979}
1436	Staphylococcus aureus subsp. aureus Mu3	418127		20.0		{'GenomicID': 'NC_009782.1', 'BioProjectID': 58817}
1437	Shigella boydii CDC 3083-94	344609		37.0		{'GenomicID': 'NC_010658.1', 'BioProjectID': 58415}
1438	Coxiella burnetii Dugway 5J108-111	434922		37.0		{'GenomicID': 'NC_009727.1', 'BioProjectID': 58629}
1439	Escherichia coli SMS-3-5	439855		37.0		{'GenomicID': 'NC_010498.1', 'BioProjectID': 58919}
1440	Bifidobacterium adolescentis ATCC 15703	367928		37.0		{'GenomicID': 'NC_008618.1', 'BioProjectID': 58559}
1441	Rickettsia rickettsii str. 'Sheila Smith'	392021		37.0		{'GenomicID': 'NC_009882.1', 'BioProjectID': 58027}
1442	Clostridium botulinum E3 str. Alaska E43	508767		30.0		{'GenomicID': 'NC_010723.1', 'BioProjectID': 59157}
1443	Methylobacterium populi BJ001	441620		25.0		{'GenomicID': 'NC_010725.1', 'BioProjectID': 58937}
1444	Porphyromonas gingivalis ATCC 33277	431947		37.0		{'GenomicID': 'NC_010729.1', 'BioProjectID': 58879}
1445	Geobacter lovleyi SZ	398767		35.0		{'GenomicID': 'NC_010814.1', 'BioProjectID': 58713}
1446	Bifidobacterium longum DJO10A	205913		39.0		{'GenomicID': 'NC_010816.1', 'BioProjectID': 58833}
1447	Rhodopseudomonas palustris TIE-1	395960		27.5		{'GenomicID': 'NC_011004.1', 'BioProjectID': 58995}
